"1060500055";"Alegría-Dulantzi"
"1060500055";"Amurrio"
"1060500055";"Añana"
"1060500055";"Aramaio"
"1060500055";"Armiñón"
"1060500055";"Arraia-Maeztu"
"1060500055";"Arrazua-Ubarrundia"
"1060500055";"Artziniega"
"1060500055";"Asparrena"
"1060500055";"Ayala/Aiara"
"1060500055";"Baños de Ebro/Mañueta"
"1060500055";"Alegría-Dulantzi"
"1060500055";"Amurrio"
"1060500055";"Añana"
"1060500055";"Aramaio"
"1060500055";"Armiñón"
"1060500055";"Arraia-Maeztu"
"1060500055";"Arrazua-Ubarrundia"
"1060500055";"Artziniega"
"1060500055";"Asparrena"
"1060500055";"Ayala/Aiara"
"1060500055";"Baños de Ebro/Mañueta"
"1060500055";"Barrundia"
"1060500055";"Berantevilla"
"1060500055";"Bernedo"
"1060500055";"Campezo/Kanpezu"
"1060500055";"Elburgo/Burgelu"
"1060500055";"Elciego"
"1060500055";"Elvillar/Bilar"
"1060500055";"Harana/Valle de Arana"
"1060500055";"Iruña Oka/Iruña de Oca"
"1060500055";"Iruraiz-Gauna"
"1060500055";"Kripan"
"1060500055";"Kuartango"
"1060500055";"Labastida/Bastida"
"1060500055";"Lagrán"
"1060500055";"Laguardia"
"1060500055";"Lanciego/Lantziego"
"1060500055";"Lantarón"
"1060500055";"Lapuebla de Labarca"
"1060500055";"Laudio/Llodio"
"1060500055";"Legutiano"
"1060500055";"Leza"
"1060500055";"Moreda de Álava"
"1060500055";"Navaridas"
"1060500055";"Okondo"
"1060500055";"Oyón-Oion"
"1060500055";"Peñacerrada-Urizaharra"
"1060500055";"Ribera Alta"
"1060500055";"Ribera Baja/Erribera Beitia"
"1060500055";"Salvatierra/Agurain"
"1060500055";"Samaniego"
"1060500055";"San Millán/Donemiliaga"
"1060500055";"Urkabustaiz"
"1060500055";"Valdegovía/Gaubea"
"1060500055";"Villabuena de Álava/Eskuernaga"
"1060500055";"Vitoria-Gasteiz"
"1060500055";"Yécora/Iekora"
"1060500055";"Zalduondo"
"1060500055";"Zambrana"
"1060500055";"Zigoitia"
"1060500055";"Zuia"
"1060500056";"Abengibre"
"1060500056";"Alatoz"
"1060500056";"Albacete"
"1060500056";"Albatana"
"1060500056";"Alborea"
"1060500056";"Alcadozo"
"1060500056";"Alcalá del Júcar"
"1060500056";"Alcaraz"
"1060500056";"Almansa"
"1060500056";"Alpera"
"1060500056";"Ayna"
"1060500056";"Balazote"
"1060500056";"Ballestero (El)"
"1060500056";"Balsa de Ves"
"1060500056";"Barrax"
"1060500056";"Bienservida"
"1060500056";"Bogarra"
"1060500056";"Bonete"
"1060500056";"Bonillo (El)"
"1060500056";"Carcelén"
"1060500056";"Casas de Juan Núñez"
"1060500056";"Casas de Lázaro"
"1060500056";"Casas de Ves"
"1060500056";"Casas-Ibáñez"
"1060500056";"Caudete"
"1060500056";"Cenizate"
"1060500056";"Chinchilla de Monte-Aragón"
"1060500056";"Corral-Rubio"
"1060500056";"Cotillas"
"1060500056";"Elche de la Sierra"
"1060500056";"Férez"
"1060500056";"Fuensanta"
"1060500056";"Fuente-Álamo"
"1060500056";"Fuentealbilla"
"1060500056";"Gineta (La)"
"1060500056";"Golosalvo"
"1060500056";"Hellín"
"1060500056";"Herrera (La)"
"1060500056";"Higueruela"
"1060500056";"Hoya-Gonzalo"
"1060500056";"Jorquera"
"1060500056";"Letur"
"1060500056";"Lezuza"
"1060500056";"Liétor"
"1060500056";"Madrigueras"
"1060500056";"Mahora"
"1060500056";"Masegoso"
"1060500056";"Minaya"
"1060500056";"Molinicos"
"1060500056";"Montalvos"
"1060500056";"Montealegre del Castillo"
"1060500056";"Motilleja"
"1060500056";"Munera"
"1060500056";"Navas de Jorquera"
"1060500056";"Nerpio"
"1060500056";"Ontur"
"1060500056";"Ossa de Montiel"
"1060500056";"Paterna del Madera"
"1060500056";"Peñas de San Pedro"
"1060500056";"Peñascosa"
"1060500056";"Pétrola"
"1060500056";"Povedilla"
"1060500056";"Pozo Cañada"
